   flips   |   errors   
 [0,  1,  0,  1,  1,  1,  0,  1,  1,  0,  1,  1] | [10,  34] 
 [0,  0,  1,  0,  0,  0,  1,  0,  1,  1,  0,  0] | [13,  33] 
 [1,  0,  1,  1,  1,  1,  0,  0,  0,  1,  0,  0] | [5,  30] 
 [1,  0,  0,  0,  0,  1,  0,  1,  1,  1,  0,  1] | [13,  36] 
 [1,  0,  1,  1,  0,  0,  0,  1,  1,  0,  1,  1] | [18,  40] 
 [1,  1,  0,  0,  1,  0,  1,  0,  0,  1,  0,  1] | [11,  37] 
 [1,  0,  0,  1,  1,  1,  0,  0,  0,  1,  1,  1] | [14,  40] 
 [0,  0,  0,  1,  0,  1,  1,  0,  1,  0,  1,  1] | [13,  44] 
 [0,  1,  1,  1,  0,  1,  1,  1,  0,  1,  1,  0] | [10,  35] 
 [0,  1,  1,  0,  1,  0,  0,  1,  0,  0,  0,  0] | [12,  32] 
 [0,  1,  0,  1,  0,  1,  0,  0,  0,  1,  0,  1] | [20,  34] 
 [1,  0,  1,  0,  0,  1,  1,  1,  1,  0,  1,  0] | [14,  34] 
 [0,  0,  0,  1,  0,  0,  1,  0,  0,  1,  0,  1] | [9,  46] 
 [1,  1,  0,  1,  0,  1,  1,  0,  0,  0,  0,  1] | [16,  28] 
 [1,  1,  0,  1,  1,  0,  1,  1,  0,  1,  0,  0] | [13,  29] 
 [0,  1,  1,  1,  1,  0,  0,  1,  0,  1,  1,  0] | [13,  36] 
 [0,  0,  0,  0,  1,  0,  1,  1,  0,  0,  0,  0] | [15,  37] 
 [0,  1,  0,  1,  1,  0,  1,  0,  1,  0,  1,  1] | [13,  44] 
 [0,  1,  0,  0,  1,  0,  1,  1,  1,  1,  0,  0] | [10,  42] 
 [0,  1,  0,  1,  0,  1,  0,  1,  0,  1,  1,  0] | [9,  28] 
 [0,  1,  0,  0,  0,  0,  1,  1,  0,  1,  1,  0] | [12,  46] 
 [1,  0,  1,  0,  1,  0,  1,  0,  0,  0,  1,  1] | [7,  33] 
 [1,  1,  1,  0,  1,  1,  0,  0,  1,  0,  0,  0] | [12,  40] 
 [0,  1,  0,  0,  1,  0,  1,  0,  0,  0,  1,  1] | [15,  48] 
 [0,  1,  0,  0,  0,  1,  1,  0,  1,  1,  1,  0] | [12,  42] 
 [0,  1,  1,  1,  0,  1,  0,  0,  0,  1,  0,  0] | [11,  33] 
 [0,  0,  1,  0,  1,  0,  1,  0,  1,  1,  0,  0] | [7,  36] 
 [0,  0,  1,  0,  1,  0,  0,  1,  0,  1,  1,  1] | [13,  50] 
 [0,  0,  1,  0,  1,  0,  0,  1,  0,  0,  0,  1] | [14,  38] 
 [1,  0,  1,  1,  0,  1,  1,  0,  1,  1,  0,  0] | [10,  31] 
 [1,  1,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0] | [7,  40] 
 [1,  1,  1,  0,  1,  0,  0,  0,  0,  0,  0,  0] | [12,  37] 
 [1,  0,  0,  0,  0,  1,  0,  0,  0,  0,  1,  0] | [19,  47] 
 [0,  0,  0,  1,  0,  0,  1,  1,  0,  0,  0,  0] | [6,  30] 
 [1,  1,  0,  0,  0,  1,  0,  1,  0,  1,  0,  0] | [15,  40] 
 [0,  1,  0,  0,  0,  0,  0,  1,  1,  0,  0,  1] | [12,  40] 
 [0,  1,  1,  1,  0,  0,  1,  1,  0,  1,  0,  1] | [10,  46] 
 [0,  0,  0,  0,  0,  0,  1,  0,  1,  0,  1,  1] | [8,  42] 
 [1,  1,  1,  1,  1,  1,  0,  1,  1,  1,  0,  1] | [10,  29] 
 [1,  1,  1,  1,  1,  0,  0,  0,  1,  0,  1,  1] | [11,  40] 
 [0,  0,  1,  0,  1,  0,  1,  0,  1,  0,  0,  1] | [6,  40] 
 [1,  0,  0,  1,  1,  1,  1,  1,  0,  1,  0,  1] | [14,  32] 
 [1,  0,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0] | [9,  39] 
 [0,  0,  1,  0,  0,  0,  0,  0,  1,  0,  0,  1] | [15,  30] 
 [1,  1,  1,  1,  0,  1,  1,  1,  1,  0,  0,  1] | [11,  38] 
 [0,  0,  1,  1,  0,  0,  1,  0,  0,  1,  0,  1] | [18,  39] 
 [1,  0,  0,  1,  0,  1,  0,  1,  0,  0,  0,  0] | [12,  21] 
 [1,  1,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0] | [4,  35] 
 [1,  1,  0,  0,  1,  1,  0,  1,  1,  0,  0,  0] | [10,  41] 
 [1,  1,  1,  1,  0,  0,  0,  1,  0,  1,  0,  1] | [11,  32] 
 [0,  1,  1,  0,  0,  1,  0,  0,  1,  1,  1,  1] | [8,  37] 
 [1,  1,  0,  0,  0,  0,  1,  1,  0,  1,  0,  1] | [16,  32] 
 [0,  0,  0,  1,  0,  0,  0,  1,  1,  0,  0,  0] | [15,  39] 
 [0,  1,  1,  0,  1,  0,  0,  1,  0,  0,  0,  1] | [15,  19] 
 [0,  0,  0,  0,  0,  0,  0,  1,  0,  1,  1,  0] | [19,  41] 
 [1,  1,  1,  0,  0,  1,  1,  0,  0,  0,  0,  1] | [14,  33] 
 [0,  0,  1,  0,  1,  1,  0,  1,  0,  1,  1,  0] | [7,  50] 
 [1,  1,  0,  0,  0,  1,  1,  1,  1,  1,  1,  0] | [17,  34] 
 [0,  0,  0,  1,  0,  0,  0,  0,  1,  0,  1,  0] | [13,  37] 
 [0,  0,  1,  1,  0,  0,  0,  0,  1,  0,  1,  0] | [11,  36] 
 [0,  0,  1,  0,  1,  0,  0,  1,  0,  0,  1,  0] | [7,  34] 
 [1,  0,  1,  0,  1,  1,  0,  0,  0,  0,  1,  0] | [7,  39] 
 [1,  0,  1,  1,  1,  1,  1,  1,  0,  0,  1,  1] | [12,  45] 
 [1,  0,  0,  1,  1,  1,  1,  0,  1,  1,  1,  1] | [9,  44] 
 [0,  0,  0,  0,  0,  1,  0,  1,  1,  0,  0,  0] | [12,  31] 
 [1,  1,  0,  0,  0,  0,  0,  0,  1,  0,  1,  0] | [17,  33] 
 [0,  1,  1,  0,  1,  1,  0,  0,  0,  0,  0,  0] | [17,  39] 
 [0,  0,  1,  0,  1,  1,  1,  0,  1,  1,  1,  1] | [9,  26] 
 [0,  1,  1,  1,  1,  1,  0,  0,  0,  1,  0,  0] | [8,  36] 
 [1,  0,  0,  0,  0,  1,  1,  1,  0,  1,  1,  1] | [12,  31] 
 [1,  1,  0,  0,  1,  0,  0,  1,  0,  1,  0,  0] | [9,  42] 
 [0,  0,  1,  1,  1,  0,  0,  0,  0,  1,  1,  1] | [16,  38] 
 [1,  0,  1,  1,  0,  0,  1,  0,  1,  0,  0,  1] | [11,  36] 
 [0,  0,  1,  1,  1,  1,  0,  0,  1,  1,  1,  1] | [13,  29] 
 [1,  1,  1,  1,  1,  0,  0,  0,  1,  1,  1,  1] | [8,  33] 
 [1,  1,  1,  1,  0,  1,  1,  0,  0,  0,  1,  1] | [17,  35] 
 [0,  0,  1,  1,  0,  1,  0,  1,  1,  1,  0,  1] | [10,  36] 
 [0,  0,  1,  0,  1,  1,  1,  1,  0,  0,  1,  1] | [9,  36] 
 [0,  0,  1,  0,  0,  0,  0,  1,  0,  0,  1,  0] | [12,  41] 
 [0,  1,  1,  0,  0,  0,  1,  0,  1,  1,  1,  0] | [13,  31] 
 [0,  1,  0,  0,  1,  1,  1,  1,  0,  1,  0,  0] | [10,  37] 
 [0,  0,  1,  0,  1,  0,  1,  1,  1,  1,  0,  1] | [14,  38] 
 [1,  1,  0,  1,  0,  0,  1,  1,  0,  1,  1,  1] | [12,  36] 
 [1,  1,  1,  1,  1,  1,  0,  1,  1,  1,  1,  1] | [9,  34] 
 [1,  1,  0,  1,  1,  1,  0,  1,  0,  0,  0,  1] | [10,  42] 
 [1,  1,  1,  1,  0,  1,  1,  1,  0,  0,  0,  1] | [14,  43] 
 [1,  1,  0,  0,  0,  1,  0,  1,  1,  1,  0,  0] | [4,  35] 
 [1,  0,  1,  1,  1,  0,  1,  0,  1,  1,  1,  0] | [16,  47] 
 [0,  0,  1,  0,  0,  0,  1,  1,  1,  1,  1,  0] | [13,  46] 
 [1,  1,  1,  0,  1,  1,  0,  1,  1,  1,  0,  1] | [14,  40] 
 [1,  1,  1,  0,  1,  1,  1,  1,  1,  1,  1,  1] | [10,  30] 
 [0,  1,  1,  1,  0,  0,  0,  0,  1,  1,  0,  0] | [10,  40] 
 [1,  0,  0,  1,  1,  0,  0,  1,  0,  0,  0,  0] | [14,  44] 
 [1,  0,  0,  1,  1,  0,  1,  1,  0,  1,  1,  0] | [13,  45] 
 [1,  0,  0,  0,  0,  1,  0,  1,  0,  0,  1,  0] | [10,  32] 
 [0,  0,  1,  0,  1,  1,  0,  1,  1,  0,  1,  1] | [8,  40] 
 [0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  1,  0] | [12,  43] 
 [0,  1,  1,  1,  1,  1,  0,  1,  1,  0,  0,  1] | [12,  34] 
 [0,  0,  1,  1,  0,  1,  0,  1,  1,  1,  0,  0] | [7,  37] 
 [0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  0,  1] | [9,  34] 
 [1,  1,  1,  0,  0,  1,  1,  1,  0,  0,  0,  1] | [12,  23] 
 [0,  1,  1,  0,  1,  0,  1,  0,  1,  0,  0,  0] | [6,  34] 
 [1,  0,  1,  1,  1,  1,  0,  1,  0,  1,  1,  1] | [16,  32] 
 [0,  0,  1,  0,  1,  0,  1,  1,  0,  0,  0,  0] | [10,  44] 
 [1,  1,  1,  0,  0,  0,  0,  0,  0,  1,  1,  0] | [12,  34] 
 [0,  1,  0,  1,  0,  1,  0,  0,  0,  1,  1,  1] | [14,  32] 
 [0,  1,  1,  1,  0,  1,  0,  1,  1,  0,  1,  0] | [16,  43] 
 [0,  1,  0,  1,  0,  1,  0,  0,  0,  0,  1,  0] | [10,  41] 
 [0,  0,  1,  0,  0,  1,  0,  0,  1,  1,  1,  0] | [10,  41] 
 [0,  1,  1,  0,  0,  0,  0,  0,  1,  0,  0,  1] | [8,  34] 
 [1,  1,  0,  1,  1,  1,  1,  1,  1,  1,  0,  0] | [13,  27] 
 [1,  0,  1,  1,  1,  1,  1,  0,  0,  1,  1,  1] | [12,  32] 
 [0,  1,  0,  1,  1,  1,  1,  0,  1,  0,  1,  1] | [6,  31] 
 [1,  1,  1,  1,  0,  1,  1,  0,  0,  0,  0,  0] | [12,  38] 
 [0,  0,  0,  1,  1,  1,  1,  1,  0,  0,  1,  0] | [10,  30] 
 [1,  1,  0,  0,  1,  1,  0,  1,  0,  1,  1,  0] | [3,  35] 
 [0,  1,  0,  0,  1,  1,  0,  1,  0,  1,  0,  1] | [9,  46] 
 [0,  0,  1,  1,  1,  0,  1,  0,  1,  1,  0,  1] | [8,  39] 
 [1,  0,  1,  0,  0,  0,  1,  0,  1,  1,  1,  0] | [8,  43] 
 [1,  1,  0,  0,  0,  1,  0,  1,  1,  0,  0,  1] | [12,  32] 
 [0,  0,  0,  1,  1,  1,  0,  0,  1,  1,  0,  0] | [6,  38] 
 [1,  1,  1,  0,  1,  0,  0,  1,  0,  1,  0,  1] | [20,  39] 
 [0,  1,  1,  0,  0,  1,  0,  1,  0,  1,  0,  1] | [12,  34] 
 [0,  0,  0,  1,  0,  1,  0,  0,  0,  0,  1,  1] | [13,  37] 
 [0,  1,  0,  1,  0,  0,  0,  1,  1,  1,  0,  1] | [11,  35] 
 [1,  0,  1,  0,  0,  1,  0,  0,  1,  0,  0,  0] | [12,  30] 
 [0,  0,  1,  0,  1,  0,  0,  1,  0,  1,  0,  0] | [14,  39] 
 [1,  1,  1,  1,  1,  1,  0,  1,  1,  1,  1,  0] | [7,  29] 
 [0,  1,  1,  0,  1,  0,  1,  0,  0,  1,  1,  0] | [9,  46] 
 [0,  0,  1,  1,  1,  0,  1,  0,  1,  1,  0,  0] | [19,  39] 
 [0,  1,  1,  1,  0,  0,  0,  1,  0,  0,  1,  0] | [8,  36] 
 [1,  1,  1,  1,  1,  0,  0,  0,  0,  0,  1,  0] | [8,  34] 
 [1,  0,  1,  0,  0,  1,  1,  0,  1,  1,  0,  1] | [9,  45] 
 [0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  1,  1] | [9,  35] 
 [0,  1,  0,  0,  0,  1,  1,  1,  1,  0,  0,  1] | [23,  44] 
 [1,  1,  1,  0,  0,  1,  0,  0,  1,  0,  1,  0] | [16,  32] 
 [1,  1,  0,  0,  0,  0,  0,  1,  1,  0,  0,  1] | [18,  41] 
 [1,  1,  1,  1,  0,  0,  1,  1,  1,  0,  0,  1] | [9,  46] 
 [0,  1,  1,  1,  1,  0,  0,  1,  0,  1,  1,  1] | [15,  38] 
 [0,  0,  0,  0,  1,  1,  1,  1,  1,  1,  0,  0] | [14,  34] 
 [0,  0,  0,  0,  1,  0,  1,  0,  0,  1,  1,  0] | [13,  38] 
 [0,  1,  0,  0,  1,  0,  1,  0,  1,  1,  1,  1] | [14,  43] 
 [1,  1,  0,  1,  1,  0,  1,  1,  1,  1,  1,  0] | [9,  41] 
 [0,  0,  0,  0,  1,  1,  1,  0,  1,  0,  1,  1] | [9,  31] 
 [1,  1,  1,  1,  1,  1,  1,  1,  0,  0,  1,  1] | [10,  41] 
 [0,  0,  1,  0,  1,  0,  0,  1,  0,  0,  0,  0] | [17,  31] 
 [1,  1,  1,  0,  0,  1,  1,  0,  0,  1,  1,  0] | [8,  48] 
 [1,  1,  0,  0,  1,  0,  1,  1,  1,  1,  1,  1] | [12,  31] 
 [1,  1,  1,  0,  0,  1,  0,  1,  1,  0,  0,  0] | [8,  30] 
 [0,  0,  0,  0,  0,  0,  1,  1,  1,  0,  1,  0] | [12,  53] 
 [0,  1,  1,  1,  1,  1,  0,  0,  1,  1,  1,  1] | [11,  45] 
 [1,  0,  1,  1,  0,  1,  0,  1,  0,  1,  1,  1] | [16,  38] 
 [0,  1,  1,  0,  1,  1,  0,  0,  1,  1,  0,  1] | [7,  33] 
 [1,  0,  1,  1,  0,  0,  1,  1,  0,  1,  0,  1] | [15,  34] 
 [0,  1,  1,  0,  0,  0,  1,  0,  0,  1,  1,  1] | [11,  37] 
 [0,  1,  0,  0,  1,  0,  0,  1,  1,  0,  1,  1] | [13,  38] 
 [0,  1,  1,  1,  0,  0,  0,  1,  1,  0,  1,  1] | [11,  34] 
 [0,  0,  0,  1,  1,  0,  0,  0,  1,  1,  0,  1] | [9,  25] 
 [1,  0,  1,  0,  0,  1,  0,  1,  0,  1,  0,  1] | [10,  41] 
 [1,  1,  1,  1,  0,  1,  0,  0,  1,  1,  1,  0] | [9,  33] 
 [1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1] | [16,  28] 
 [1,  1,  1,  0,  1,  0,  1,  0,  1,  1,  0,  0] | [8,  35] 
 [0,  1,  1,  0,  0,  0,  0,  0,  1,  1,  0,  1] | [8,  31] 
 [1,  0,  0,  1,  0,  0,  1,  0,  1,  0,  1,  1] | [15,  38] 
 [0,  1,  1,  1,  0,  1,  1,  1,  1,  0,  1,  0] | [9,  41] 
 [0,  1,  1,  1,  0,  1,  1,  0,  0,  0,  0,  0] | [9,  30] 
 [0,  0,  0,  0,  0,  0,  0,  1,  0,  0,  1,  1] | [18,  37] 
 [0,  0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  1] | [14,  37] 
 [0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  1,  0] | [11,  41] 
 [1,  1,  0,  1,  1,  1,  1,  1,  0,  0,  1,  0] | [13,  44] 
 [1,  0,  1,  0,  1,  0,  0,  0,  0,  0,  0,  1] | [15,  44] 
 [0,  1,  0,  1,  1,  1,  1,  1,  0,  1,  1,  1] | [11,  41] 
 [1,  1,  0,  0,  1,  1,  0,  1,  0,  0,  0,  1] | [12,  34] 
 [1,  0,  1,  0,  1,  0,  1,  0,  0,  1,  0,  0] | [11,  37] 
 [0,  0,  1,  1,  0,  0,  0,  0,  0,  1,  0,  0] | [9,  30] 
 [1,  0,  0,  1,  0,  1,  1,  0,  0,  1,  1,  1] | [13,  36] 
 [1,  1,  1,  1,  1,  0,  1,  0,  1,  1,  1,  1] | [13,  35] 
 [1,  0,  0,  0,  0,  0,  0,  1,  0,  1,  0,  1] | [13,  51] 
 [1,  0,  1,  0,  1,  0,  0,  0,  1,  1,  1,  1] | [11,  38] 
 [0,  0,  0,  0,  1,  1,  0,  1,  0,  1,  1,  1] | [7,  35] 
 [1,  0,  1,  1,  0,  0,  1,  1,  0,  1,  0,  0] | [13,  48] 
 [1,  1,  0,  1,  0,  1,  0,  0,  1,  0,  0,  0] | [14,  42] 
 [1,  1,  1,  1,  0,  0,  0,  1,  0,  0,  0,  1] | [13,  44] 
 [0,  1,  1,  1,  0,  0,  1,  1,  1,  1,  1,  0] | [15,  40] 
 [0,  1,  0,  1,  1,  0,  1,  0,  1,  1,  0,  0] | [13,  38] 
 [1,  1,  0,  1,  1,  0,  0,  0,  0,  0,  0,  0] | [14,  33] 
 [1,  1,  1,  0,  1,  0,  1,  1,  1,  0,  0,  0] | [6,  45] 
 [0,  0,  0,  0,  1,  1,  0,  0,  0,  0,  1,  0] | [5,  47] 
 [1,  0,  1,  1,  0,  1,  1,  1,  1,  0,  0,  0] | [13,  37] 
 [1,  1,  1,  0,  1,  0,  0,  1,  1,  0,  1,  0] | [16,  28] 
 [1,  0,  1,  0,  1,  0,  1,  0,  1,  1,  1,  0] | [12,  37] 
 [1,  1,  0,  1,  1,  0,  0,  1,  0,  0,  0,  0] | [13,  31] 
 [1,  1,  0,  1,  1,  0,  1,  1,  1,  0,  0,  1] | [6,  35] 
 [1,  0,  1,  0,  1,  0,  0,  1,  1,  0,  0,  1] | [9,  41] 
 [1,  0,  0,  0,  1,  1,  1,  0,  0,  0,  0,  0] | [17,  30] 
 [1,  0,  0,  0,  0,  0,  1,  0,  1,  1,  0,  1] | [13,  42] 
 [1,  1,  0,  1,  0,  0,  0,  1,  0,  0,  1,  1] | [12,  39] 
 [0,  0,  0,  0,  0,  1,  0,  1,  1,  1,  0,  0] | [10,  24] 
 [1,  1,  0,  0,  1,  0,  1,  0,  1,  0,  1,  0] | [11,  37] 
 [1,  1,  0,  1,  1,  0,  1,  0,  1,  0,  0,  0] | [16,  37] 
 [1,  0,  1,  1,  1,  1,  1,  0,  0,  1,  0,  1] | [15,  34] 
 [0,  1,  1,  1,  1,  1,  0,  1,  1,  0,  1,  0] | [13,  41] 
 [0,  0,  1,  1,  1,  0,  1,  0,  0,  0,  0,  1] | [10,  45] 
 [1,  0,  0,  1,  0,  1,  0,  1,  0,  1,  0,  1] | [6,  30] 
 [1,  1,  1,  1,  1,  1,  0,  1,  0,  0,  1,  0] | [15,  37] 
 [1,  1,  1,  0,  1,  1,  1,  1,  1,  0,  0,  0] | [14,  30] 
 [1,  0,  1,  0,  0,  0,  0,  0,  0,  0,  1,  1] | [10,  38] 
 [1,  0,  0,  1,  0,  0,  0,  1,  0,  0,  1,  0] | [11,  44] 
 [0,  0,  0,  1,  0,  0,  0,  1,  0,  0,  0,  1] | [11,  33] 
 [0,  1,  0,  1,  0,  0,  0,  0,  0,  0,  1,  0] | [7,  31] 
 [1,  1,  1,  0,  0,  1,  1,  1,  1,  0,  0,  0] | [10,  32] 
 [0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  1,  1] | [16,  43] 
 [0,  1,  0,  1,  0,  0,  0,  1,  1,  0,  0,  1] | [15,  30] 
 [1,  0,  1,  0,  0,  1,  1,  0,  1,  0,  0,  0] | [7,  32] 
 [1,  1,  1,  0,  1,  1,  0,  1,  0,  1,  0,  0] | [10,  49] 
 [0,  0,  0,  1,  0,  0,  1,  0,  1,  0,  0,  1] | [5,  48] 
 [0,  0,  0,  0,  1,  1,  0,  0,  1,  0,  0,  1] | [7,  40] 
 [1,  0,  1,  0,  0,  1,  1,  1,  1,  1,  1,  0] | [12,  34] 
 [1,  0,  0,  0,  1,  0,  1,  0,  0,  1,  0,  0] | [11,  44] 
 [1,  0,  1,  1,  0,  1,  0,  1,  0,  0,  0,  1] | [11,  33] 
 [1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  1] | [11,  30] 
 [1,  1,  0,  0,  0,  0,  1,  0,  1,  1,  1,  0] | [20,  45] 
 [1,  0,  0,  1,  1,  1,  0,  0,  1,  0,  0,  0] | [8,  45] 
 [0,  0,  0,  0,  1,  1,  0,  0,  1,  1,  0,  1] | [8,  45] 
 [1,  0,  1,  1,  1,  0,  1,  0,  0,  0,  1,  1] | [13,  30] 
 [1,  0,  0,  1,  0,  1,  1,  1,  1,  0,  1,  0] | [16,  37] 
 [1,  0,  1,  1,  1,  1,  0,  0,  0,  0,  1,  1] | [16,  38] 
 [1,  1,  1,  1,  0,  0,  0,  1,  0,  1,  1,  1] | [10,  28] 
 [1,  0,  1,  1,  1,  1,  1,  1,  1,  0,  1,  0] | [14,  38] 
 [0,  1,  0,  1,  0,  1,  1,  0,  0,  0,  1,  0] | [6,  38] 
 [0,  1,  1,  1,  1,  0,  0,  0,  1,  1,  1,  1] | [12,  38] 
 [0,  0,  0,  1,  1,  1,  0,  1,  1,  1,  0,  0] | [8,  34] 
 [1,  1,  0,  0,  0,  1,  1,  0,  0,  1,  1,  1] | [19,  39] 
 [1,  0,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1] | [12,  32] 
 [1,  1,  1,  0,  1,  1,  1,  1,  1,  0,  0,  1] | [16,  26] 
 [1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  1,  0] | [16,  31] 
 [1,  0,  0,  1,  1,  1,  1,  0,  0,  1,  0,  0] | [8,  34] 
 [0,  1,  0,  0,  0,  0,  1,  0,  0,  0,  1,  1] | [13,  41] 
 [1,  1,  0,  1,  1,  1,  0,  0,  1,  0,  0,  1] | [9,  43] 
 [1,  0,  0,  0,  0,  0,  1,  1,  0,  1,  1,  1] | [10,  33] 
 [1,  0,  0,  0,  1,  0,  1,  0,  0,  1,  1,  0] | [14,  38] 
 [1,  1,  1,  0,  0,  1,  0,  1,  1,  1,  1,  0] | [15,  28] 
 [1,  1,  0,  0,  0,  0,  0,  1,  1,  0,  1,  1] | [10,  43] 
 [1,  1,  1,  0,  0,  0,  1,  0,  1,  0,  1,  1] | [16,  47] 
 [0,  0,  1,  0,  0,  0,  1,  0,  0,  1,  0,  1] | [6,  36] 
 [1,  0,  0,  1,  1,  1,  0,  0,  0,  1,  1,  0] | [16,  36] 
 [0,  0,  1,  1,  0,  0,  1,  1,  1,  0,  1,  0] | [17,  33] 
 [1,  0,  0,  1,  0,  0,  1,  1,  1,  0,  0,  0] | [9,  31] 
 [0,  1,  1,  0,  0,  0,  1,  1,  0,  1,  1,  0] | [8,  42] 
 [0,  0,  1,  0,  0,  1,  0,  0,  1,  0,  0,  1] | [12,  38] 
 [1,  0,  1,  1,  0,  1,  1,  0,  0,  1,  0,  0] | [9,  36] 
 [1,  0,  0,  0,  0,  0,  1,  0,  0,  1,  0,  1] | [12,  32] 
 [0,  0,  1,  1,  1,  0,  0,  1,  0,  1,  0,  1] | [9,  35] 
 [1,  1,  1,  0,  1,  1,  1,  1,  1,  1,  1,  0] | [15,  33] 
 [1,  1,  1,  1,  0,  0,  0,  0,  1,  0,  1,  0] | [7,  32] 
 [0,  0,  1,  1,  1,  1,  1,  1,  0,  0,  1,  1] | [15,  31] 
 [0,  0,  0,  0,  0,  0,  0,  1,  1,  0,  1,  1] | [18,  43] 
 [0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  1] | [13,  32] 
 [0,  0,  0,  1,  0,  1,  0,  1,  1,  0,  0,  0] | [9,  38] 
 [0,  1,  0,  1,  1,  1,  0,  0,  1,  1,  1,  1] | [16,  35] 
 [1,  0,  1,  0,  1,  0,  1,  1,  0,  1,  1,  1] | [9,  31] 
 [0,  1,  1,  1,  0,  0,  0,  0,  1,  0,  1,  0] | [14,  52] 
 [1,  0,  1,  1,  0,  0,  0,  1,  0,  0,  0,  0] | [13,  37] 
 [1,  0,  0,  1,  0,  1,  1,  0,  1,  1,  0,  0] | [11,  34] 
 [1,  0,  1,  1,  1,  0,  1,  0,  1,  1,  0,  1] | [6,  44] 
 [0,  1,  1,  1,  1,  1,  1,  0,  0,  0,  1,  0] | [12,  36] 
 [1,  1,  1,  1,  1,  1,  1,  1,  1,  0,  0,  1] | [10,  35] 
 [1,  1,  1,  0,  0,  1,  0,  1,  1,  1,  0,  1] | [16,  31] 
 [1,  0,  0,  0,  0,  1,  0,  1,  1,  1,  1,  1] | [16,  37] 
 [0,  0,  0,  1,  1,  0,  0,  1,  0,  0,  1,  1] | [19,  40] 
 [1,  1,  1,  0,  1,  0,  1,  0,  0,  1,  1,  0] | [13,  35] 
 [1,  1,  1,  0,  1,  0,  0,  0,  1,  0,  0,  0] | [16,  31] 
 [0,  1,  1,  0,  1,  0,  0,  1,  1,  1,  0,  1] | [13,  41] 
 [0,  1,  0,  1,  1,  0,  1,  1,  0,  1,  0,  0] | [11,  39] 
 [0,  1,  1,  1,  0,  0,  0,  0,  1,  1,  1,  1] | [13,  52] 
 [1,  0,  0,  1,  1,  0,  0,  0,  0,  0,  0,  1] | [10,  44] 
 [0,  0,  1,  0,  1,  1,  1,  1,  0,  1,  1,  1] | [9,  40] 
 [0,  1,  1,  0,  1,  1,  1,  1,  0,  1,  0,  0] | [13,  32] 
 [1,  0,  1,  1,  0,  1,  0,  0,  0,  0,  0,  1] | [12,  25] 
 [1,  1,  1,  0,  1,  1,  0,  0,  0,  1,  0,  1] | [13,  43] 
 [1,  1,  0,  0,  1,  1,  1,  0,  0,  0,  1,  1] | [18,  25] 
 [0,  0,  1,  0,  1,  0,  1,  0,  1,  1,  1,  0] | [14,  26] 
 [1,  1,  0,  1,  0,  0,  1,  0,  0,  1,  0,  0] | [13,  33] 
 [1,  1,  0,  0,  0,  0,  1,  1,  0,  1,  1,  1] | [12,  43] 
 [0,  0,  0,  0,  1,  0,  1,  1,  0,  1,  1,  1] | [13,  41] 
 [1,  0,  0,  1,  0,  1,  0,  0,  1,  0,  0,  0] | [11,  35] 
 [1,  0,  1,  0,  1,  1,  0,  0,  0,  0,  0,  0] | [11,  37] 
 [1,  0,  1,  1,  1,  0,  0,  1,  0,  1,  1,  1] | [18,  49] 
 [0,  0,  0,  0,  1,  0,  1,  1,  1,  1,  1,  1] | [14,  37] 
 [1,  1,  0,  0,  1,  1,  0,  1,  0,  0,  1,  0] | [17,  31] 
 [1,  0,  1,  0,  0,  0,  1,  1,  0,  1,  0,  1] | [17,  33] 
 [1,  0,  1,  1,  1,  0,  0,  0,  0,  0,  0,  1] | [12,  32] 
 [1,  1,  0,  0,  0,  0,  0,  0,  0,  1,  0,  1] | [19,  32] 
 [1,  1,  0,  0,  1,  0,  0,  0,  1,  1,  1,  1] | [16,  42] 
 [0,  0,  0,  1,  1,  1,  0,  0,  0,  0,  1,  0] | [13,  30] 
 [0,  0,  0,  0,  1,  0,  0,  1,  1,  1,  0,  0] | [10,  39] 
 [1,  1,  1,  1,  1,  0,  1,  1,  0,  1,  1,  0] | [9,  32] 
 [1,  1,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0] | [10,  29] 
 [0,  1,  1,  1,  0,  1,  1,  0,  0,  1,  1,  1] | [10,  50] 
 [0,  1,  0,  1,  1,  1,  1,  0,  0,  0,  1,  1] | [7,  33] 
 [0,  0,  1,  0,  1,  0,  1,  0,  0,  1,  1,  0] | [9,  37] 
 [1,  1,  0,  1,  0,  0,  1,  0,  1,  1,  0,  0] | [9,  41] 
 [1,  0,  0,  1,  1,  1,  0,  0,  1,  1,  1,  1] | [16,  38] 
 [1,  0,  1,  1,  0,  0,  1,  1,  1,  0,  1,  1] | [5,  32] 
